stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2873,1543,"Rąbieńska-Szwadronowa NŻ",,51.788510,19.371850,1,,0,,,0
2874,1544,"Rąbieńska-Podjazdowa NŻ",,51.784290,19.384240,1,,0,,,0
2875,1545,"Rąbieńska-Traktorowa",,51.782730,19.390090,1,,0,,,0
2876,1546,"Rąbieńska-Traktorowa",,51.782910,19.389480,1,,0,,,0
2877,1547,"Rąbieńska-Podjazdowa NŻ",,51.784050,19.384990,1,,0,,,0
2878,1548,"Rąbieńska-Szwadronowa NŻ",,51.787810,19.374070,1,,0,,,0
2880,1550,"Rąbieńska-Szczecińska",,51.789780,19.355510,1,,0,,,0
2881,1551,"Transmisyjna-Kosodrzewiny NŻ",,51.758440,19.576680,1,,0,,,0
2882,1569,"Rąbieńska-Wojskowa NŻ",,51.789130,19.366330,1,,0,,,0
2883,1570,"Rąbieńska-Wojskowa NŻ",,51.789120,19.367820,1,,0,,,0
2884,1744,"Transmisyjna-Kosodrzewiny NŻ",,51.758370,19.576610,1,,0,,,0
2885,1836,"Rąbieńska-Cieplarniana NŻ",,51.786130,19.379320,1,,0,,,0
2886,1837,"Rąbieńska-Cieplarniana NŻ",,51.786360,19.378660,1,,0,,,0
2887,3056,"Popiełuszki-ks. Popieluszki  (Zgierz)",,51.854770,19.408830,3,,0,,,0
2888,3057,"Popiełuszki-Łódzka (Zgierz)",,51.852930,19.408130,3,,0,,,0
2889,3058,"Śniechowskiego-Śniechowskiego (Zgierz)",,51.850140,19.402650,3,,0,,,0
2890,3059,"Konstantynowska-cmentarz (Zgierz)",,51.845030,19.401420,3,,0,,,0
2891,3060,"Konstantynowska-cmentarz (Zgierz)",,51.844470,19.401410,3,,0,,,0
2892,3061,"Śniechowskiego (Zgierz)",,51.850100,19.402780,3,,0,,,0
2893,3062,"Śniechowskiego-Łódzka (Zgierz)",,51.851460,19.406650,3,,0,,,0
2894,3064,"Konstantynowska-tor PKP (Zgierz)",,51.842050,19.400690,3,,0,,,0
2895,3221,"Długa-pl. Kilińskiego (Zgierz)",,51.854780,19.416200,3,,0,,,0
2896,3234,"Konstantynowska-Sokołowska(Zgierz)",,51.847910,19.402250,3,,0,,,0
2897,3267,"ks. Popieluszki  (Zgierz)",,51.855410,19.409050,3,,0,,,0
2898,3460,"Konstantynowska-Kocidłowska",,51.826250,19.391410,1,,0,,,0
2899,3461,"Konstantynowska-Kocidłowska",,51.826120,19.391150,1,,0,,,0
2900,3462,"Konstantynowska-Okręglik (Zgierz)",,51.834170,19.396470,3,,0,,,0
2901,3463,"Konstantynowska-Okręglik (Zgierz)",,51.834070,19.396240,3,,0,,,0
2902,3464,"Konstantynowska-tor PKP (Zgierz)",,51.842010,19.400310,3,,0,,,0
2903,3485,"Konstantynowska-Kwasowa",,51.837060,19.398210,3,,0,,,0
2911,2175,"Rąbieńska-Kwiatowa NŻ",,51.781260,19.395110,1,,0,,,0
2912,2176,"Rąbieńska-Kwiatowa NŻ",,51.781740,19.394200,1,,0,,,0
2915,2183,"Popiełuszki-Maratońska",,51.736980,19.386090,1,,0,,,0
2931,1880,"Okulickiego-Zgierska NŻ",,51.828790,19.425390,1,,0,,,0
2932,2184,"Nastrojowa-pl. Słoneczny",,51.820120,19.442560,1,,0,,,0
2933,2185,"Świtezianki-Nastrojowa",,51.824170,19.437630,1,,0,,,0
2934,2187,"Świtezianki-Zgierska",,51.822540,19.431130,1,,0,,,0
2935,2188,"Okulickiego-Zgierska NŻ",,51.828840,19.425440,1,,0,,,0
2936,2189,"11 Listopada-Dw. Łódź Radogoszcz Zach.NŻ",,51.820910,19.416710,1,,0,,,0
2937,2190,"11 Listopada-Dw. Łódź Radogoszcz Zach.NŻ",,51.820220,19.417360,1,,0,,,0
2938,2191,"11 Listopada-Radogoszcz Zachód",,51.818280,19.419020,1,,0,,,0
2939,2192,"Świtezianki-Zgierska",,51.822810,19.432610,1,,0,,,0
2940,2194,"Zielony Romanów",,51.807470,19.326230,1,,0,,,0
2941,2195,"Romanowska-Romanowska 27 NŻ",,51.807120,19.336900,1,,0,,,0
2942,2196,"Romanowska-Romanowska 27 NŻ",,51.807140,19.335490,1,,0,,,0
2943,2197,"Romanowska-Aleksandrowska NŻ",,51.810830,19.340220,1,,0,,,0
2944,2198,"Romanowska-Aleksandrowska NŻ",,51.811280,19.340370,1,,0,,,0
2945,2199,"Okulickiego-11 Listopada NŻ",,51.827120,19.419010,1,,0,,,0
2946,2200,"Okulickiego-11 Listopada NŻ",,51.827180,19.419010,1,,0,,,0
2947,2201,"Świtezianki-Nastrojowa",,51.824560,19.439510,1,,0,,,0
2950,2053,"Śmigłego Rydza-Dąbrowskiego",,51.738470,19.488780,1,,0,,,0
2952,4284,"Śmigłego Rydza-Broniewskiego",,51.734290,19.488670,1,,0,,,0
2969,3541,"Moniuszki-Toruńska (Pabianice)",,51.659690,19.334960,2,,0,,,0
2970,3542,"Moniuszki-Wysoka (Pabianice)",,51.659960,19.335940,2,,0,,,0
2971,4751,"Próchnika-Zachodnia",,51.774390,19.451710,1,,0,,,0
2976,2206,"Przybyszewskiego-Rondo Sybiraków",,51.752450,19.532940,1,,0,,,0
2977,2207,"Przybyszewskiego-Rondo Sybiraków",,51.752750,19.533320,1,,0,,,0
2978,2210,"Nowogrodzka-Mazowiecka",,51.767160,19.512350,1,,0,,,0
2979,2212,"Edwarda-Czechosłowacka NŻ",,51.769830,19.516120,1,,0,,,0
2980,3054,"Piątkowska /park (Zgierz)",,51.860640,19.406530,3,,0,,,0
2981,3055,"Piątkowska /park (Zgierz)",,51.860510,19.406620,3,,0,,,0
2982,4755,"Gałczyńskiego-Łęczycka (Zgierz)",,51.859820,19.403930,3,,0,,,0
2983,4756,"Łęczycka (Zgierz)",,51.859820,19.403930,3,,0,,,0
2989,2157,"Rodziny Poznańskich-Dw. Łódź Fabryczna",,51.769920,19.465700,1,,0,,,0
2990,2158,"Rodziny Poznańskich-Dw. Łódź Fabryczna",,51.769830,19.465730,1,,0,,,0
2991,2159,"Rodziny Poznańskich-Dw. Łódź Fabryczna",,51.769920,19.466570,1,,0,,,0
2992,2160,"Rodziny Poznańskich-Dw. Łódź Fabryczna",,51.769870,19.466670,1,,0,,,0
2995,2163,"Dw. Łódź Fabryczna",,51.770150,19.468730,1,,0,,,0
2998,2166,"Dw. Łódź Fabryczna",,51.770070,19.471110,1,,0,,,0
2999,2167,"Dw. Łódź Fabryczna",,51.770350,19.468740,1,,0,,,0
3002,2171,"Rodziny Poznańskich-Dw. Łódź Fabryczna",,51.770000,19.471430,1,,0,,,0
3003,2172,"Rodziny Poznańskich-Dw. Łódź Fabryczna",,51.769920,19.472250,1,,0,,,0
3004,2202,"Kilińskiego-Nawrot",,51.763390,19.467110,1,,0,,,0
3005,2203,"Tramwajowa-Narutowicza",,51.772160,19.476680,1,,0,,,0
3007,2214,"Niciarniana-Dw. Łódź Zarzew NŻ",,51.751730,19.511450,1,,0,,,0
3010,1322,"Wojska Polskiego-Franciszkańska",,51.784740,19.460890,1,,0,,,0
3011,1515,"Żeromskiego-Kopernika",,51.762440,19.447620,1,,0,,,0
3012,1760,"Widzewska-Wiejska",,51.759850,19.518210,1,,0,,,0
3013,1835,"Północna",,51.779510,19.458300,1,,0,,,0
3014,1953,"Prądzyńskiego-Pokładowa NŻ",,51.722730,19.437900,1,,0,,,0
3015,2170,"Rodziny Poznańskich-Dw. Łódź Fabryczna",,51.770260,19.471120,1,,0,,,0
3016,2204,"Węglowa-Tramwajowa",,51.769510,19.476650,1,,0,,,0
3017,2205,"Węglowa-Tramwajowa",,51.769450,19.475500,1,,0,,,0
3018,2213,"Piłsudskiego-Niciarniana",,51.763550,19.507050,1,,0,,,0
3019,2215,"CKD parking",,51.772520,19.508320,1,,0,,,0
3020,2216,"CKD parking",,51.772660,19.508240,1,,0,,,0
3021,2217,"CKD szpital",,51.774380,19.508200,1,,0,,,0
3022,2218,"CKD szpital",,51.774490,19.507890,1,,0,,,0
3023,2223,"Marysin Tęczowa",,51.806370,19.480520,1,,0,,,0
3024,2228,"Bednarska-Unicka NŻ",,51.734640,19.465080,1,,0,,,0
3025,2229,"Bednarska-Unicka NŻ",,51.734640,19.464720,1,,0,,,0
3026,2230,"park Podolski",,51.740740,19.499160,1,,0,,,0
3027,2233,"Żubardź",,51.786540,19.418760,1,,0,,,0
3028,2234,"Inowrocławska-Lutomierska",,51.789850,19.419930,1,,0,,,0
3029,2235,"Ogrodowa-Karskiego",,51.777080,19.440130,1,,0,,,0
3031,2237,"Ogrodowa-Gdańska",,51.778140,19.446610,1,,0,,,0
3032,2238,"Ogrodowa-Gdańska",,51.778210,19.446370,1,,0,,,0
3033,2239,"Telefoniczna-Bystrzycka NŻ",,51.782930,19.493900,1,,0,,,0
3034,2247,"Leszczowa-Dw. Łódź Pabianicka NŻ",,51.726380,19.444660,1,,0,,,0
3036,2249,"Lodowa-Przybyszewskiego",,51.752470,19.520830,1,,0,,,0
3037,2250,"Przybyszewskiego-Mechaniczna (CRO) NŻ",,51.751530,19.518550,1,,0,,,0
3038,2251,"Papiernicza-Urząd Skarbowy Widzew",,51.747430,19.516670,1,,0,,,0
3039,2252,"Śląska-Niższa NŻ",,51.728070,19.491370,1,,0,,,0
3040,2254,"Śląska-Dw. Łódź Chojny",,51.727290,19.479700,1,,0,,,0
3041,2255,"Konspiracyjnego WP-Śląska",,51.728230,19.498170,1,,0,,,0
3042,2256,"Maratońska (wew.)-Plocka",,51.739030,19.397100,1,,0,,,0
3043,2257,"Maratońska (wew.)-Plocka",,51.739190,19.397250,1,,0,,,0
3044,2258,"Zenitowa-św. Franciszka",,51.727340,19.430410,1,,0,,,0
3045,2259,"Pustynna-Nowe Sady",,51.731160,19.432370,1,,0,,,0
3046,2260,"Nowe Sady-Pustynna",,51.731610,19.433580,1,,0,,,0
3047,2261,"Proletariacka-Wróblewskiego NŻ",,51.744900,19.442230,1,,0,,,0
3048,2262,"Włókniarzy-Zgierska NŻ",,51.815580,19.432290,1,,0,,,0
3050,2265,"Franciszkańska-Organizacji WiN NŻ",,51.788180,19.459570,1,,0,,,0
3051,2266,"Źródłowa-Wojska Polskiego NŻ",,51.785290,19.467650,1,,0,,,0
3053,2268,"Skrzydlata-Dojazdowa",,51.809620,19.472840,1,,0,,,0
3055,2270,"Tamka-Styrska NŻ",,51.780570,19.489250,1,,0,,,0
3057,2275,"Sternfelda-Powszechna",,51.717880,19.495720,1,,0,,,0
3058,2276,"Sternfelda-Powszechna",,51.718040,19.495530,1,,0,,,0
3059,2277,"Św. Wojciecha-Mieszczańska NŻ",,51.713340,19.491460,1,,0,,,0
3060,2278,"Św. Wojciecha-Mieszczańska NŻ",,51.713430,19.490880,1,,0,,,0
3061,2279,"Żeligowskiego-pl. Hallera",,51.769540,19.438430,1,,0,,,0
3062,2280,"Hipoteczna-Pojezierska",,51.797140,19.432760,1,,0,,,0
3063,2281,"Hipoteczna-Pojezierska",,51.797380,19.432680,1,,0,,,0
3064,2284,"Przędzalniana-Fabryczna",,51.757440,19.482120,1,,0,,,0
3065,2285,"Przędzalniana-Fabryczna",,51.758190,19.481880,1,,0,,,0
3066,2286,"Tuwima-Wysoka",,51.767310,19.478450,1,,0,,,0
3073,2293,"Zawiszy Czarnego-Franciszkańska NŻ",,51.786710,19.458420,1,,0,,,0
3074,2294,"Organizacji WiN-Franciszkańska",,51.787560,19.459160,1,,0,,,0
3075,2295,"Bednarska-Pabianicka",,51.735880,19.460230,1,,0,,,0
3076,2296,"Armii Krajowej-Batalionów Chłopskich",,51.742200,19.401420,1,,0,,,0
3077,2297,"Armii Krajowej-Batalionów Chłopskich",,51.742520,19.400920,1,,0,,,0
3078,2298,"Radwańska-Inżynierska NŻ",,51.751210,19.442690,1,,0,,,0
3079,2299,"Franciszkańska-Organizacji WiN NŻ",,51.787970,19.459460,1,,0,,,0
3080,2300,"Marysińska-Inflancka",,51.801340,19.466040,1,,0,,,0
3081,2301,"Karolew",,51.747870,19.421280,1,,0,,,0
3082,2302,"Młynek",,51.723450,19.520180,1,,0,,,0
3083,2303,"Uniwersytecka-Narutowicza",,51.772780,19.473420,1,,0,,,0
3084,2304,"Uniwersytecka-Narutowicza",,51.772870,19.474080,1,,0,,,0
3085,2305,"Wieńcowa-Wieśniacza NŻ",,51.726900,19.608400,1,,0,,,0
3086,2306,"Wieńcowa-Wieśniacza NŻ",,51.726800,19.608160,1,,0,,,0
3087,2307,"Skrzydlata-Dojazdowa",,51.809230,19.472660,1,,0,,,0
3089,2310,"Czahary-Prądzyńskiego",,51.723630,19.423350,1,,0,,,0
3090,2312,"Lodowa-Przybyszewskiego NŻ",,51.752630,19.520410,1,,0,,,0
3091,2313,"Sienkiewicza-Tuwima",,51.765670,19.461540,1,,0,,,0
3092,2314,"Sienkiewicza-Roosevelta",,51.761310,19.462490,1,,0,,,0
3093,3544,"1-go Maja 21 NŻ",,51.742560,19.327100,2,,0,,,0
3094,3545,"1-go Maja 34 NŻ",,51.742330,19.328820,2,,0,,,0
3095,3546,"1 Maja-Kolejowa (Konstantynów)",,51.740960,19.333440,1,,0,,,0
3096,3547,"1 Maja-Kolejowa (Konstantynów)",,51.739390,19.335090,1,,0,,,0
3097,3548,"Pl. Wolności (Konstantynów)",,51.750400,19.313550,2,,0,,,0
3098,3549,"Jana Pawła II-Pl. Kościuszki (Konstantyn",,51.747770,19.324940,2,,0,,,0
3099,3550,"Jana Pawła II-Pl. Kościuszki (Konstantyn",,51.747650,19.324830,2,,0,,,0
3100,3551,"Jana Pawła II-Daszyńskiego (Konst.)",,51.748830,19.319540,2,,0,,,0
3101,3552,"Jana Pawła II-Moniuszki (Konstantynów)",,51.748980,19.318100,2,,0,,,0
3102,3553,"Jana Pawła II-Pl. Wolności (Konstantynów",,51.749950,19.313830,2,,0,,,0
3103,3554,"ŁSSE Langiewicza NŻ",,51.741240,19.352400,1,,0,,,0
3104,3555,"ŁSSE Łąkowa NŻ",,51.744320,19.352120,1,,0,,,0
3105,3556,"Kolejowa 28 NŻ (Konstantynów)",,51.736620,19.338550,1,,0,,,0
3106,3557,"Kościelna NŻ",,51.746680,19.360570,1,,0,,,0
3107,3543,"Popiełuszki-Łódzka (Zgierz)",,51.852710,19.408160,3,,0,,,0
3109,2316,"Zachodnia-Manufaktura",,51.780890,19.450860,1,,0,,,0
3110,9011,"przejazd techniczny",,51.791850,19.425580,1,,0,,,0
3129,2219,"Północna-Kilińskiego NŻ",,51.779530,19.460020,1,,0,,,0
3130,2221,"Północna-Sterlinga",,51.779930,19.467050,1,,0,,,0
3131,2222,"Północna-Sterlinga",,51.780230,19.469060,1,,0,,,0
3136,4115,"Zgierska-Biegańskiego",,51.800150,19.442620,1,,0,,,0
3137,4116,"Zgierska-Biegańskiego",,51.800160,19.442630,1,,0,,,0
3142,2318,"Św. Wojciecha-Rzgowska",,51.713510,19.488300,1,,0,,,0
3150,2319,"Św. Wojciecha-Rzgowska",,51.713600,19.488190,1,,0,,,0
3153,2325,"Paradna-Matek Polskich",,51.709670,19.479560,1,,0,,,0
3163,2320,"Zachodnia-Limanowskiego",,51.787670,19.449330,1,,0,,,0
3164,2321,"Franciszkańska-Kowalska",,51.795700,19.460490,1,,0,,,0
3165,2322,"Franciszkańska-Inflancka NŻ",,51.800090,19.461140,1,,0,,,0
3166,2323,"Pabianicka-Dubois NŻ",,51.714850,19.432540,1,,0,,,0
3167,2324,"Rzgowska-Zarzewska",,51.741670,19.463960,1,,0,,,0
3172,4795,"Pomorska-Tamka NŻ",,51.778230,19.489120,1,,0,,,0
3180,3560,"Rudzka-Katowicka NŻ (Rzgów)",,51.673390,19.477800,2,,0,,,0
3224,2326,"Nowe Sady-Elektronowa NŻ",,51.741300,19.434200,1,,0,,,0
3227,4817,"Krzemieniecka-Konstantynowska",,51.761860,19.408790,1,,0,,,0
3245,3561,"Tuszyńska-Wąwozowa NŻ (Rzgów)",,51.659340,19.492680,2,,0,,,0
3246,3562,"Tuszyńska-Wąwozowa NŻ (Rzgów)",,51.658820,19.492700,2,,0,,,0
3255,3563,"Łódzka 31 NŻ (Konstantynów)",,51.747000,19.337220,2,,0,,,0
3257,3565,"Łódzka 109 (Konstantynów)",,51.748170,19.351310,2,,0,,,0
3259,3567,"Łódzka 171 (Konstantynów)",,51.750650,19.367630,2,,0,,,0
3263,2244,"Jędrzejowska-Dw. Łódź Olechów Wiadukt NŻ",,51.723500,19.545470,1,,0,,,0
3264,2245,"Jędrzejowska-Dw. Łódź Olechów Wiadukt NŻ",,51.723550,19.544960,1,,0,,,0
3265,2246,"BSH Magazyn",,51.723350,19.550400,1,,0,,,0
3273,3569,"Stare Skoszewy 23 NŻ",,51.845340,19.632110,2,,0,,,0
3274,3570,"Stare Skoszewy 26 NŻ",,51.845170,19.631960,2,,0,,,0
3277,4852,"Sienkiewicza-Traugutta",,51.768840,19.461010,1,,0,,,0
3279,3496,"Łódzka-Bema NŻ (Rzgów)",,51.672090,19.484170,2,,0,,,0
3280,3497,"Łódzka-Kopernika NŻ (Rzgów)",,51.677590,19.480480,2,,0,,,0
3281,3571,"Łódzka-Ustronna NŻ (Rzgów)",,51.682430,19.477260,2,,0,,,0
3282,3572,"Łódzka-Sucharskiego NŻ (Rzgów)",,51.667820,19.486990,2,,0,,,0
3284,3733,"3 Maja-Moniuszki (Lutomiersk)",,51.752930,19.213000,2,,0,,,0
3285,3734,"3 Maja-Moniuszki (Lutomiersk)",,51.753170,19.212520,2,,0,,,0
3286,4855,"Lutomierska-Klasztor NŻ (Lutomiersk)",,51.758400,19.222690,2,,0,,,0
3287,4856,"Kilińskiego 66 NŻ (Kazimierz)",,51.761650,19.216540,2,,0,,,0
3288,4857,"Kilińskiego 50 NŻ (Kazimierz)",,51.763790,19.212910,2,,0,,,0
3289,4858,"pl. Kościuszki NŻ (Kazimierz)",,51.768090,19.204870,2,,0,,,0
3290,4859,"Kilińskiego 50 NŻ (Kazimierz)",,51.763950,19.212460,2,,0,,,0
3291,4860,"Kilińskiego 66 NŻ (Kazimierz)",,51.761280,19.216950,2,,0,,,0
3292,4861,"Kilińskiego-Klasztor NŻ (Lutomiersk)",,51.758710,19.221540,2,,0,,,0
3293,4862,"pl. Jana Pawła II (Lutomiersk)",,51.755150,19.211740,2,,0,,,0
3294,4863,"3 Maja-Kilińskiego/CPN NŻ (Lutomiersk)",,51.757610,19.221720,2,,0,,,0
3297,9203,"Zgierska-Helenówek-pętla",,51.829700,19.425730,1,,0,,,0
3298,3573,"Rokicińska-Prosta",,51.724770,19.639610,2,,0,,,0
3299,3574,"Marysińska-Rokicińska",,51.722440,19.645790,2,,0,,,0
3300,3575,"Marysińska-Rokicińska",,51.722460,19.645350,2,,0,,,0
3301,3576,"Rokicińska-Azaliowa",,51.719080,19.646670,2,,0,,,0
3302,3577,"Rokicińska-Azaliowa",,51.719690,19.646400,2,,0,,,0
3304,3579,"Rokicińska-Mleczarnia (Kraszew)",,51.710980,19.653020,2,,0,,,0
3305,3580,"Łódzka-Nowa",,51.727170,19.664200,2,,0,,,0
3306,3581,"Łódzka-Ludowa NŻ",,51.728330,19.674960,2,,0,,,0
3307,3582,"Łódzka-Malinowa",,51.729780,19.669460,2,,0,,,0
3308,3583,"Łódzka-Malinowa",,51.730080,19.669720,2,,0,,,0
3309,3584,"Łódzka-Główna",,51.726570,19.679860,2,,0,,,0
3310,3585,"Łódzka-Górna",,51.726910,19.679190,2,,0,,,0
3311,3586,"Główna-Okólna",,51.733880,19.685480,2,,0,,,0
3312,3587,"Główna-Okólna",,51.733830,19.685410,2,,0,,,0
3313,3588,"Główna-Bedońska",,51.739370,19.682150,2,,0,,,0
3314,3589,"Główna-Bedońska",,51.739350,19.682070,2,,0,,,0
3315,3590,"Łódzka-Nowa",,51.727250,19.664610,2,,0,,,0
3316,3591,"Łódzka-Ciesielskiego",,51.728090,19.675240,2,,0,,,0
3317,3592,"Główna-Rybna",,51.742420,19.680270,2,,0,,,0
3318,3593,"Główna-Rybna",,51.742020,19.680580,2,,0,,,0
3320,3595,"Janówka",,51.746700,19.677770,2,,0,,,0
3321,2317,"Zachodnia-Manufaktura",,51.780320,19.451520,1,,0,,,0
3334,2329,"Skalna-Juhasowa",,51.774250,19.543260,1,,0,,,0
3335,4871,"Wigury-Sienkiewicza",,51.756380,19.464440,1,,0,,,0
3336,2327,"Wydawnicza-Rodziny Grohmanów NŻ",,51.767370,19.485540,1,,0,,,0
3337,2328,"Wydawnicza-Rodziny Grohmanów NŻ",,51.767630,19.484990,1,,0,,,0
3339,2330,"CH Tulipan",,51.764110,19.497410,1,,0,,,0
3340,2331,"CH Tulipan",,51.764320,19.493830,1,,0,,,0
3342,4877,"pl. Kościelny",,51.783700,19.454870,1,,0,,,0
3343,4412,"Tymienieckiego-Kilińskiego",,51.751700,19.473700,1,,0,,,0
3358,2333,"Rokicińska-Dunikowskiego NŻ",,51.747510,19.599280,1,,0,,,0
3359,2334,"Rokicińska-Dunikowskiego NŻ",,51.747110,19.600210,1,,0,,,0
3360,2335,"Proletariacka-Sowia NŻ",,51.747930,19.441540,1,,0,,,0
3361,2336,"BSH Fabryka",,51.719820,19.548810,1,,0,,,0
3364,2337,"Kilińskiego-Jaracza",,51.773180,19.462910,1,,0,,,0
3365,2338,"CH Tulipan",,51.764160,19.497420,1,,0,,,0
3393,2341,"Ogrodowa-cm. Ogrodowa",,51.775970,19.437200,1,,0,,,0
3394,2342,"Ogrodowa-cm. Ogrodowa",,51.775720,19.436170,1,,0,,,0
3395,2345,"Żwirki-Piotrkowska",,51.755870,19.458820,1,,0,,,0
3396,2346,"Tymienieckiego-Przędzalniana",,51.753960,19.482560,1,,0,,,0
3397,2347,"Tomaszowska-Ofiar Terroryzmu 11 Września",,51.724460,19.538070,1,,0,,,0
3398,2343,"Łazowskiego-Kosynierów Gdyńskich",,51.717020,19.473010,1,,0,,,0
3399,2344,"Paradna-Ustronna",,51.711730,19.467860,1,,0,,,0
3404,2348,"Obywatelska-Cieszkowskiego NŻ",,51.736310,19.446280,1,,0,,,0
3405,2349,"Obywatelska-Cieszkowskiego",,51.736530,19.447040,1,,0,,,0
3422,2354,"Ustronna-Świecka NŻ",,51.704030,19.472100,1,,0,,,0
3423,2355,"Ustronna-Przednia NŻ",,51.701860,19.474290,1,,0,,,0
3427,2055,"Józefiaka-Rokicińska NŻ",,51.750150,19.589430,1,,0,,,0
3443,2173,"Zagajnikowa-Radlińskiej NŻ",,51.798990,19.477200,1,,0,,,0
3444,2356,"Telefoniczna-Telefoniczna Zajezdnia NŻ",,51.782350,19.507450,1,,0,,,0
3445,2357,"Telefoniczna-Telefoniczna Zajezdnia NŻ",,51.782430,19.507500,1,,0,,,0
3448,2351,"Hetmańska-Zakładowa",,51.740810,19.569260,1,,0,,,0
3451,2359,"Limanowskiego-zaj. Limanowskiego NŻ",,51.791570,19.424250,1,,0,,,0
3456,1484,"Zielona-pl. Hallera",,51.768890,19.437500,1,,0,,,0
3461,4959,"Grabina-Grabina/Lipowa NŻ",,51.819710,19.597200,2,,0,,,0
3462,4960,"Grabina-Grabina/Lipowa NŻ",,51.819640,19.597340,2,,0,,,0
3463,4961,"Janów 6c NŻ",,51.816740,19.609610,2,,0,,,0
3464,4962,"Janów 7b NŻ",,51.816830,19.609680,2,,0,,,0
3470,4951,"Zielona-1 Maja",,51.768870,19.432780,1,,0,,,0
3471,4952,"Zielona-1 Maja",,51.769020,19.433400,1,,0,,,0
3473,4415,"Więckowskiego-Zachodnia",,51.772400,19.452260,1,,0,,,0
3478,2358,"Sienkiewicza-Roosevelta",,51.761230,19.462610,1,,0,,,0
3479,7004,"pl. Niepodległości",,51.740360,19.464680,1,,0,,,0
3498,2360,"Mierzejowa-Długa NŻ",,51.701600,19.419770,1,,0,,,0
3499,2361,"Mierzejowa-Długa NŻ",,51.701570,19.418350,1,,0,,,0
3500,2362,"Mierzejowa-Koszalińska NŻ",,51.701730,19.426720,1,,0,,,0
3501,2363,"Mierzejowa-Koszalińska NŻ",,51.701740,19.426020,1,,0,,,0
3502,2364,"Farna-Albańska NŻ",,51.700160,19.431130,1,,0,,,0
3503,2365,"Farna-Albańska NŻ",,51.700300,19.430250,1,,0,,,0
3504,2366,"Farna-Plażowa NŻ",,51.699720,19.438260,1,,0,,,0
3505,2367,"Farna-Plażowa NŻ",,51.699700,19.438190,1,,0,,,0
3506,2373,"Compal",,51.721580,19.553080,1,,0,,,0
3513,2374,"Świtezianki-Dw. Łódź Radogoszcz Wsch. NŻ",,51.824980,19.443420,1,,0,,,0
3514,2375,"Świtezianki-Dw. Łódź Radogoszcz Wsch. NŻ",,51.824700,19.443770,1,,0,,,0
3521,2376,"Zarzewska-Kilińskiego",,51.743240,19.474970,1,,0,,,0
3522,2377,"Zarzewska-Kilińskiego",,51.743400,19.475390,1,,0,,,0
3523,2378,"Zarzewska-Praska NŻ",,51.742600,19.471400,1,,0,,,0
3526,2379,"Zarzewska-Praska NŻ",,51.742690,19.471430,1,,0,,,0
3541,5209,"cm. Zarzew",,51.748350,19.520720,1,,0,,,0
3546,2386,"Brukowa-Zbąszyńska NŻ",,51.798080,19.410070,1,,0,,,0
3561,2387,"Żeromskiego-Mickiewicza NŻ",,51.759270,19.448290,1,,0,,,0
3569,2381,"Traktorowa-Łanowa",,51.794440,19.393760,1,,0,,,0
3612,2388,"Politechniki-park im. Klepacza NŻ",,51.748050,19.450580,1,,0,,,0
3613,2389,"Politechniki-park im. Klepacza NŻ",,51.748170,19.450260,1,,0,,,0
3614,2390,"Żeromskiego-Żwirki NŻ",,51.754790,19.448790,1,,0,,,0
3619,2391,"6 Sierpnia-Pogonowskiego NŻ",,51.767700,19.443570,1,,0,,,0
3627,2392,"Strażacka-Tuszyńska NŻ",,51.718240,19.479560,1,,0,,,0
3631,2393,"Telefoniczna-Tamka NŻ",,51.783320,19.489370,1,,0,,,0
3632,2394,"Tamka-Telefoniczna NŻ",,51.782610,19.488820,1,,0,,,0
3634,5280,"Kilińskiego-Dw. Łódź Chojny",,51.728020,19.480300,1,,0,,,0
3635,2396,"Kaczeńcowa-Lniana",,51.795940,19.385370,1,,0,,,0
3636,5281,"Żeromskiego-Struga",,51.765410,19.446940,1,,0,,,0
3637,2368,"Jędrzejowska-Tomaszowska NŻ",,51.722400,19.537200,1,,0,,,0
3638,2369,"Jędrzejowska-Tomaszowska NŻ",,51.722050,19.534350,1,,0,,,0
3639,2370,"Jędrzejowska 47 NŻ",,51.720730,19.530590,1,,0,,,0
3640,2371,"Jędrzejowska 47 NŻ",,51.720540,19.530520,1,,0,,,0
3641,2372,"Jędrzejowska 45A NŻ",,51.717070,19.532940,1,,0,,,0
3642,5283,"Srebrzyńska-Kasprzaka NŻ",,51.774080,19.429680,1,,0,,,0
3669,3608,"Zamkowa-Staszewskiego (Pab.)",,51.664940,19.341590,2,,0,,,0
3670,3609,"Łódzka-Widzew-Żdżary",,51.683570,19.403400,2,,0,,,0
3675,2399,"Struga-Żeromskiego",,51.764660,19.446530,1,,0,,,0
3676,2400,"Jędrzejowska 45A NŻ",,51.715880,19.531350,1,,0,,,0
3677,2401,"Jędrzejowska 43A NŻ",,51.714010,19.523740,1,,0,,,0
3678,2402,"Jędrzejowska 43A NŻ",,51.713630,19.521680,1,,0,,,0
3679,2403,"Jędrzejów Przem. Zachód",,51.712750,19.517580,1,,0,,,0
3681,2404,"Bronisin-600-lecia miasta Łodzi NŻ",,51.699200,19.522940,1,,0,,,0
3682,2405,"Bronisin-600-lecia miasta Łodzi NŻ",,51.699140,19.522380,1,,0,,,0
3687,2407,"Sterlinga-Rewolucji 1905r.",,51.775030,19.469260,1,,0,,,0
